"","name","result_results","technical_results","series_bakers","series_bakes","series_results","episode_bakes","episode_results","age_bakers","occupation_bakers","hometown_bakers","signature_bakes","stopper_bakes"
"2770","Kate","IN",2,5,8,8,3,8,41,"Furniture Restorer","Brighton, East Sussex","Blueberry Buns","'Kraken' Bread Sculpture"
"2771","Kate","IN",2,5,8,8,4,8,41,"Furniture Restorer","Brighton, East Sussex","Salted Bay Caramel Millionaire Shortbreads","Sticky Toffee Apple Caramel Cake"
"2772","Kate","IN",2,5,8,8,5,8,41,"Furniture Restorer","Brighton, East Sussex","'Mr Darcy's Steamy Lake Scene' Steamed School Pudding","'My Great Great Nan's' Raspberry Trifle Terrine"
"2773","Kate","IN",2,5,8,8,6,8,41,"Furniture Restorer","Brighton, East Sussex","'Vegetarian Pie Faces' Decorative Pies","Potato Curry Pie with Mango & Chilli Glaze"
"2774","Kate","IN",2,5,8,8,7,8,41,"Furniture Restorer","Brighton, East Sussex","'Happy Hour' Cocktail Cannoli","'Flavour Fusion' Sfogliatelle"
"2775","Kate","IN",2,5,8,8,8,8,41,"Furniture Restorer","Brighton, East Sussex","Burrito Bedfordshire Clangers","'Liver Building Turret' Savoy Cake"
"2776","Kate","IN",2,5,8,8,9,8,41,"Furniture Restorer","Brighton, East Sussex","Bellini and Valencian Orange Choux Buns","'Rainbow' Meringue Centrepiece"
"2777","Kate","IN",2,5,8,8,10,8,41,"Furniture Restorer","Brighton, East Sussex","Roman Spelt, Coconut Kala Chana and Flower Breads","White Chocolate, Yuzu and Lychee Entremet"
"2778","Kate","IN",2,8,5,8,1,8,29,"Health and safety inspector","Merseyside","Red Velvet and White Chocolate Swiss Roll","Mini Tiered Victoria Sponges"
"2779","Kate","IN",2,8,5,8,2,8,29,"Health and safety inspector","Merseyside","Parmesan and Apple Biscuits","Tea Time"
"2780","Kate","IN",2,8,5,8,3,8,29,"Health and safety inspector","Merseyside","Orange and Cardamom Rye Bread Knots","Prosciutto, Olive and Coriander Bread"
"2781","Kate","IN",2,8,5,8,4,8,29,"Health and safety inspector","Merseyside","Chocolate and Salted Caramel Molten Puddings","Pistachio, Raspberry and Chocolate Baked Alaska"
"2782","Kate","IN",2,8,5,8,5,8,29,"Health and safety inspector","Merseyside","Rhubarb and Custard Tart","Rhubarb, Prune and Apple Pies"
"2783","Kate","IN",2,8,5,8,6,8,29,"Health and safety inspector","Merseyside","Pecan, Chocolate and Sour Cherry Yeast Cake","Trio of Dobos Tortes"
"2784","Kate","IN",2,8,5,8,7,8,29,"Health and safety inspector","Merseyside","Spinach and Paneer Spicy Samosa","Neapolitan & Lemon Meringue Éclairs"
"2785","Kate","IN",2,8,7,8,1,8,29,"Health and safety inspector","Merseyside","Berry Best Apple and Bramble Drizzle Cake","One Swallow Does Not Make A Summer Cake"
"2786","Kate","IN",2,8,7,8,2,8,29,"Health and safety inspector","Merseyside","""A Biscuit for the Broads""","""I Promise I will do my best"""
"2787","Kate","IN",2,8,7,8,3,8,29,"Health and safety inspector","Merseyside","Cobbled Loaf","The Corn Maiden"
"2788","Kate","IN",2,8,7,8,4,8,29,"Health and safety inspector","Merseyside","Christmas Dinner Compromise","Hot Cross Bunny Churros"
"2789","Kate","IN",2,8,8,8,1,8,29,"Health and safety inspector","Merseyside","Moroccan Strawberry and Rose Cake","'Chocolate Terrarium' Cake"
"2790","Kate","IN",2,8,8,8,2,8,29,"Health and safety inspector","Merseyside","Coconut Seashells for a Titanic Afternoon Tea","'Jungle' Game"
"2791","Kate","IN",2,8,8,8,3,8,29,"Health and safety inspector","Merseyside","Blueberry Buns","'Kraken' Bread Sculpture"
"2792","Kate","IN",2,8,8,8,4,8,29,"Health and safety inspector","Merseyside","Salted Bay Caramel Millionaire Shortbreads","Sticky Toffee Apple Caramel Cake"
"2793","Kate","IN",2,8,8,8,5,8,29,"Health and safety inspector","Merseyside","'Mr Darcy's Steamy Lake Scene' Steamed School Pudding","'My Great Great Nan's' Raspberry Trifle Terrine"
"2794","Kate","IN",2,8,8,8,6,8,29,"Health and safety inspector","Merseyside","'Vegetarian Pie Faces' Decorative Pies","Potato Curry Pie with Mango & Chilli Glaze"
"2795","Kate","IN",2,8,8,8,7,8,29,"Health and safety inspector","Merseyside","'Happy Hour' Cocktail Cannoli","'Flavour Fusion' Sfogliatelle"
"2796","Kate","IN",2,8,8,8,8,8,29,"Health and safety inspector","Merseyside","Burrito Bedfordshire Clangers","'Liver Building Turret' Savoy Cake"
"2797","Kate","IN",2,8,8,8,9,8,29,"Health and safety inspector","Merseyside","Bellini and Valencian Orange Choux Buns","'Rainbow' Meringue Centrepiece"
"2798","Kate","IN",2,8,8,8,10,8,29,"Health and safety inspector","Merseyside","Roman Spelt, Coconut Kala Chana and Flower Breads","White Chocolate, Yuzu and Lychee Entremet"
"2799","Kate","IN",4,7,5,5,1,2,37,"Nurse","Brooke, Norfolk","Red Velvet and White Chocolate Swiss Roll","Mini Tiered Victoria Sponges"
"2800","Kate","IN",4,7,5,7,1,1,37,"Nurse","Brooke, Norfolk","Red Velvet and White Chocolate Swiss Roll","Mini Tiered Victoria Sponges"
"2801","Kate","IN",4,7,5,8,1,9,37,"Nurse","Brooke, Norfolk","Red Velvet and White Chocolate Swiss Roll","Mini Tiered Victoria Sponges"
"2802","Kate","IN",4,7,5,5,2,2,37,"Nurse","Brooke, Norfolk","Parmesan and Apple Biscuits","Tea Time"
"2803","Kate","IN",4,7,5,7,2,1,37,"Nurse","Brooke, Norfolk","Parmesan and Apple Biscuits","Tea Time"
"2804","Kate","IN",4,7,5,8,2,9,37,"Nurse","Brooke, Norfolk","Parmesan and Apple Biscuits","Tea Time"
"2805","Kate","IN",4,7,5,5,3,2,37,"Nurse","Brooke, Norfolk","Orange and Cardamom Rye Bread Knots","Prosciutto, Olive and Coriander Bread"
"2806","Kate","IN",4,7,5,7,3,1,37,"Nurse","Brooke, Norfolk","Orange and Cardamom Rye Bread Knots","Prosciutto, Olive and Coriander Bread"
"2807","Kate","IN",4,7,5,8,3,9,37,"Nurse","Brooke, Norfolk","Orange and Cardamom Rye Bread Knots","Prosciutto, Olive and Coriander Bread"
"2808","Kate","IN",4,7,5,5,4,2,37,"Nurse","Brooke, Norfolk","Chocolate and Salted Caramel Molten Puddings","Pistachio, Raspberry and Chocolate Baked Alaska"
"2809","Kate","IN",4,7,5,7,4,1,37,"Nurse","Brooke, Norfolk","Chocolate and Salted Caramel Molten Puddings","Pistachio, Raspberry and Chocolate Baked Alaska"
"2810","Kate","IN",4,7,5,8,4,9,37,"Nurse","Brooke, Norfolk","Chocolate and Salted Caramel Molten Puddings","Pistachio, Raspberry and Chocolate Baked Alaska"
"2811","Kate","IN",4,7,5,5,5,2,37,"Nurse","Brooke, Norfolk","Rhubarb and Custard Tart","Rhubarb, Prune and Apple Pies"
"2812","Kate","IN",4,7,5,7,5,1,37,"Nurse","Brooke, Norfolk","Rhubarb and Custard Tart","Rhubarb, Prune and Apple Pies"
"2813","Kate","IN",4,7,5,8,5,9,37,"Nurse","Brooke, Norfolk","Rhubarb and Custard Tart","Rhubarb, Prune and Apple Pies"
"2814","Kate","IN",4,7,5,5,6,2,37,"Nurse","Brooke, Norfolk","Pecan, Chocolate and Sour Cherry Yeast Cake","Trio of Dobos Tortes"
"2815","Kate","IN",4,7,5,7,6,1,37,"Nurse","Brooke, Norfolk","Pecan, Chocolate and Sour Cherry Yeast Cake","Trio of Dobos Tortes"
"2816","Kate","IN",4,7,5,8,6,9,37,"Nurse","Brooke, Norfolk","Pecan, Chocolate and Sour Cherry Yeast Cake","Trio of Dobos Tortes"
"2817","Kate","IN",4,7,5,5,7,2,37,"Nurse","Brooke, Norfolk","Spinach and Paneer Spicy Samosa","Neapolitan & Lemon Meringue Éclairs"
"2818","Kate","IN",4,7,5,7,7,1,37,"Nurse","Brooke, Norfolk","Spinach and Paneer Spicy Samosa","Neapolitan & Lemon Meringue Éclairs"
"2819","Kate","IN",4,7,5,8,7,9,37,"Nurse","Brooke, Norfolk","Spinach and Paneer Spicy Samosa","Neapolitan & Lemon Meringue Éclairs"
"2820","Kate","IN",4,7,7,5,1,2,37,"Nurse","Brooke, Norfolk","Berry Best Apple and Bramble Drizzle Cake","One Swallow Does Not Make A Summer Cake"
"2821","Kate","IN",4,7,7,7,1,1,37,"Nurse","Brooke, Norfolk","Berry Best Apple and Bramble Drizzle Cake","One Swallow Does Not Make A Summer Cake"
"2822","Kate","IN",4,7,7,8,1,9,37,"Nurse","Brooke, Norfolk","Berry Best Apple and Bramble Drizzle Cake","One Swallow Does Not Make A Summer Cake"
"2823","Kate","IN",4,7,7,5,2,2,37,"Nurse","Brooke, Norfolk","""A Biscuit for the Broads""","""I Promise I will do my best"""
"2824","Kate","IN",4,7,7,7,2,1,37,"Nurse","Brooke, Norfolk","""A Biscuit for the Broads""","""I Promise I will do my best"""
"2825","Kate","IN",4,7,7,8,2,9,37,"Nurse","Brooke, Norfolk","""A Biscuit for the Broads""","""I Promise I will do my best"""
"2826","Kate","IN",4,7,7,5,3,2,37,"Nurse","Brooke, Norfolk","Cobbled Loaf","The Corn Maiden"
"2827","Kate","IN",4,7,7,7,3,1,37,"Nurse","Brooke, Norfolk","Cobbled Loaf","The Corn Maiden"
"2828","Kate","IN",4,7,7,8,3,9,37,"Nurse","Brooke, Norfolk","Cobbled Loaf","The Corn Maiden"
"2829","Kate","IN",4,7,7,5,4,2,37,"Nurse","Brooke, Norfolk","Christmas Dinner Compromise","Hot Cross Bunny Churros"
"2830","Kate","IN",4,7,7,7,4,1,37,"Nurse","Brooke, Norfolk","Christmas Dinner Compromise","Hot Cross Bunny Churros"
"2831","Kate","IN",4,7,7,8,4,9,37,"Nurse","Brooke, Norfolk","Christmas Dinner Compromise","Hot Cross Bunny Churros"
"2832","Kate","IN",4,7,8,5,1,2,37,"Nurse","Brooke, Norfolk","Moroccan Strawberry and Rose Cake","'Chocolate Terrarium' Cake"
"2833","Kate","IN",4,7,8,7,1,1,37,"Nurse","Brooke, Norfolk","Moroccan Strawberry and Rose Cake","'Chocolate Terrarium' Cake"
"2834","Kate","IN",4,7,8,8,1,9,37,"Nurse","Brooke, Norfolk","Moroccan Strawberry and Rose Cake","'Chocolate Terrarium' Cake"
"2835","Kate","IN",4,7,8,5,2,2,37,"Nurse","Brooke, Norfolk","Coconut Seashells for a Titanic Afternoon Tea","'Jungle' Game"
"2836","Kate","IN",4,7,8,7,2,1,37,"Nurse","Brooke, Norfolk","Coconut Seashells for a Titanic Afternoon Tea","'Jungle' Game"
"2837","Kate","IN",4,7,8,8,2,9,37,"Nurse","Brooke, Norfolk","Coconut Seashells for a Titanic Afternoon Tea","'Jungle' Game"
"2838","Kate","IN",4,7,8,5,3,2,37,"Nurse","Brooke, Norfolk","Blueberry Buns","'Kraken' Bread Sculpture"
"2839","Kate","IN",4,7,8,7,3,1,37,"Nurse","Brooke, Norfolk","Blueberry Buns","'Kraken' Bread Sculpture"
"2840","Kate","IN",4,7,8,8,3,9,37,"Nurse","Brooke, Norfolk","Blueberry Buns","'Kraken' Bread Sculpture"
"2841","Kate","IN",4,7,8,5,4,2,37,"Nurse","Brooke, Norfolk","Salted Bay Caramel Millionaire Shortbreads","Sticky Toffee Apple Caramel Cake"
"2842","Kate","IN",4,7,8,7,4,1,37,"Nurse","Brooke, Norfolk","Salted Bay Caramel Millionaire Shortbreads","Sticky Toffee Apple Caramel Cake"
"2843","Kate","IN",4,7,8,8,4,9,37,"Nurse","Brooke, Norfolk","Salted Bay Caramel Millionaire Shortbreads","Sticky Toffee Apple Caramel Cake"
"2844","Kate","IN",4,7,8,5,5,2,37,"Nurse","Brooke, Norfolk","'Mr Darcy's Steamy Lake Scene' Steamed School Pudding","'My Great Great Nan's' Raspberry Trifle Terrine"
"2845","Kate","IN",4,7,8,7,5,1,37,"Nurse","Brooke, Norfolk","'Mr Darcy's Steamy Lake Scene' Steamed School Pudding","'My Great Great Nan's' Raspberry Trifle Terrine"
"2846","Kate","IN",4,7,8,8,5,9,37,"Nurse","Brooke, Norfolk","'Mr Darcy's Steamy Lake Scene' Steamed School Pudding","'My Great Great Nan's' Raspberry Trifle Terrine"
"2847","Kate","IN",4,7,8,5,6,2,37,"Nurse","Brooke, Norfolk","'Vegetarian Pie Faces' Decorative Pies","Potato Curry Pie with Mango & Chilli Glaze"
"2848","Kate","IN",4,7,8,7,6,1,37,"Nurse","Brooke, Norfolk","'Vegetarian Pie Faces' Decorative Pies","Potato Curry Pie with Mango & Chilli Glaze"
"2849","Kate","IN",4,7,8,8,6,9,37,"Nurse","Brooke, Norfolk","'Vegetarian Pie Faces' Decorative Pies","Potato Curry Pie with Mango & Chilli Glaze"
"2850","Kate","IN",4,7,8,5,7,2,37,"Nurse","Brooke, Norfolk","'Happy Hour' Cocktail Cannoli","'Flavour Fusion' Sfogliatelle"
"2851","Kate","IN",4,7,8,7,7,1,37,"Nurse","Brooke, Norfolk","'Happy Hour' Cocktail Cannoli","'Flavour Fusion' Sfogliatelle"
"2852","Kate","IN",4,7,8,8,7,9,37,"Nurse","Brooke, Norfolk","'Happy Hour' Cocktail Cannoli","'Flavour Fusion' Sfogliatelle"
"2853","Kate","IN",4,7,8,5,8,2,37,"Nurse","Brooke, Norfolk","Burrito Bedfordshire Clangers","'Liver Building Turret' Savoy Cake"
"2854","Kate","IN",4,7,8,7,8,1,37,"Nurse","Brooke, Norfolk","Burrito Bedfordshire Clangers","'Liver Building Turret' Savoy Cake"
"2855","Kate","IN",4,7,8,8,8,9,37,"Nurse","Brooke, Norfolk","Burrito Bedfordshire Clangers","'Liver Building Turret' Savoy Cake"
"2856","Kate","IN",4,7,8,5,9,2,37,"Nurse","Brooke, Norfolk","Bellini and Valencian Orange Choux Buns","'Rainbow' Meringue Centrepiece"
"2857","Kate","IN",4,7,8,7,9,1,37,"Nurse","Brooke, Norfolk","Bellini and Valencian Orange Choux Buns","'Rainbow' Meringue Centrepiece"
"2858","Kate","IN",4,7,8,8,9,9,37,"Nurse","Brooke, Norfolk","Bellini and Valencian Orange Choux Buns","'Rainbow' Meringue Centrepiece"
"2859","Kate","IN",4,7,8,5,10,2,37,"Nurse","Brooke, Norfolk","Roman Spelt, Coconut Kala Chana and Flower Breads","White Chocolate, Yuzu and Lychee Entremet"
"2860","Kate","IN",4,7,8,7,10,1,37,"Nurse","Brooke, Norfolk","Roman Spelt, Coconut Kala Chana and Flower Breads","White Chocolate, Yuzu and Lychee Entremet"
"2861","Kate","IN",4,7,8,8,10,9,37,"Nurse","Brooke, Norfolk","Roman Spelt, Coconut Kala Chana and Flower Breads","White Chocolate, Yuzu and Lychee Entremet"
"2862","Kate","IN",4,5,5,5,1,2,41,"Furniture Restorer","Brighton, East Sussex","Red Velvet and White Chocolate Swiss Roll","Mini Tiered Victoria Sponges"
"2863","Kate","IN",4,5,5,7,1,1,41,"Furniture Restorer","Brighton, East Sussex","Red Velvet and White Chocolate Swiss Roll","Mini Tiered Victoria Sponges"
"2864","Kate","IN",4,5,5,8,1,9,41,"Furniture Restorer","Brighton, East Sussex","Red Velvet and White Chocolate Swiss Roll","Mini Tiered Victoria Sponges"
"2865","Kate","IN",4,5,5,5,2,2,41,"Furniture Restorer","Brighton, East Sussex","Parmesan and Apple Biscuits","Tea Time"
"2866","Kate","IN",4,5,5,7,2,1,41,"Furniture Restorer","Brighton, East Sussex","Parmesan and Apple Biscuits","Tea Time"
"2867","Kate","IN",4,5,5,8,2,9,41,"Furniture Restorer","Brighton, East Sussex","Parmesan and Apple Biscuits","Tea Time"
"2868","Kate","IN",4,5,5,5,3,2,41,"Furniture Restorer","Brighton, East Sussex","Orange and Cardamom Rye Bread Knots","Prosciutto, Olive and Coriander Bread"
"2869","Kate","IN",4,5,5,7,3,1,41,"Furniture Restorer","Brighton, East Sussex","Orange and Cardamom Rye Bread Knots","Prosciutto, Olive and Coriander Bread"
"2870","Kate","IN",4,5,5,8,3,9,41,"Furniture Restorer","Brighton, East Sussex","Orange and Cardamom Rye Bread Knots","Prosciutto, Olive and Coriander Bread"
"2871","Kate","IN",4,5,5,5,4,2,41,"Furniture Restorer","Brighton, East Sussex","Chocolate and Salted Caramel Molten Puddings","Pistachio, Raspberry and Chocolate Baked Alaska"
"2872","Kate","IN",4,5,5,7,4,1,41,"Furniture Restorer","Brighton, East Sussex","Chocolate and Salted Caramel Molten Puddings","Pistachio, Raspberry and Chocolate Baked Alaska"
"2873","Kate","IN",4,5,5,8,4,9,41,"Furniture Restorer","Brighton, East Sussex","Chocolate and Salted Caramel Molten Puddings","Pistachio, Raspberry and Chocolate Baked Alaska"
"2874","Kate","IN",4,5,5,5,5,2,41,"Furniture Restorer","Brighton, East Sussex","Rhubarb and Custard Tart","Rhubarb, Prune and Apple Pies"
"2875","Kate","IN",4,5,5,7,5,1,41,"Furniture Restorer","Brighton, East Sussex","Rhubarb and Custard Tart","Rhubarb, Prune and Apple Pies"
"2876","Kate","IN",4,5,5,8,5,9,41,"Furniture Restorer","Brighton, East Sussex","Rhubarb and Custard Tart","Rhubarb, Prune and Apple Pies"
"2877","Kate","IN",4,5,5,5,6,2,41,"Furniture Restorer","Brighton, East Sussex","Pecan, Chocolate and Sour Cherry Yeast Cake","Trio of Dobos Tortes"
"2878","Kate","IN",4,5,5,7,6,1,41,"Furniture Restorer","Brighton, East Sussex","Pecan, Chocolate and Sour Cherry Yeast Cake","Trio of Dobos Tortes"
"2879","Kate","IN",4,5,5,8,6,9,41,"Furniture Restorer","Brighton, East Sussex","Pecan, Chocolate and Sour Cherry Yeast Cake","Trio of Dobos Tortes"
"2880","Kate","IN",4,5,5,5,7,2,41,"Furniture Restorer","Brighton, East Sussex","Spinach and Paneer Spicy Samosa","Neapolitan & Lemon Meringue Éclairs"
"2881","Kate","IN",4,5,5,7,7,1,41,"Furniture Restorer","Brighton, East Sussex","Spinach and Paneer Spicy Samosa","Neapolitan & Lemon Meringue Éclairs"
"2882","Kate","IN",4,5,5,8,7,9,41,"Furniture Restorer","Brighton, East Sussex","Spinach and Paneer Spicy Samosa","Neapolitan & Lemon Meringue Éclairs"
"2883","Kate","IN",4,5,7,5,1,2,41,"Furniture Restorer","Brighton, East Sussex","Berry Best Apple and Bramble Drizzle Cake","One Swallow Does Not Make A Summer Cake"
"2884","Kate","IN",4,5,7,7,1,1,41,"Furniture Restorer","Brighton, East Sussex","Berry Best Apple and Bramble Drizzle Cake","One Swallow Does Not Make A Summer Cake"
"2885","Kate","IN",4,5,7,8,1,9,41,"Furniture Restorer","Brighton, East Sussex","Berry Best Apple and Bramble Drizzle Cake","One Swallow Does Not Make A Summer Cake"
"2886","Kate","IN",4,5,7,5,2,2,41,"Furniture Restorer","Brighton, East Sussex","""A Biscuit for the Broads""","""I Promise I will do my best"""
"2887","Kate","IN",4,5,7,7,2,1,41,"Furniture Restorer","Brighton, East Sussex","""A Biscuit for the Broads""","""I Promise I will do my best"""
"2888","Kate","IN",4,5,7,8,2,9,41,"Furniture Restorer","Brighton, East Sussex","""A Biscuit for the Broads""","""I Promise I will do my best"""
"2889","Kate","IN",4,5,7,5,3,2,41,"Furniture Restorer","Brighton, East Sussex","Cobbled Loaf","The Corn Maiden"
"2890","Kate","IN",4,5,7,7,3,1,41,"Furniture Restorer","Brighton, East Sussex","Cobbled Loaf","The Corn Maiden"
"2891","Kate","IN",4,5,7,8,3,9,41,"Furniture Restorer","Brighton, East Sussex","Cobbled Loaf","The Corn Maiden"
"2892","Kate","IN",4,5,7,5,4,2,41,"Furniture Restorer","Brighton, East Sussex","Christmas Dinner Compromise","Hot Cross Bunny Churros"
"2893","Kate","IN",4,5,7,7,4,1,41,"Furniture Restorer","Brighton, East Sussex","Christmas Dinner Compromise","Hot Cross Bunny Churros"
"2894","Kate","IN",4,5,7,8,4,9,41,"Furniture Restorer","Brighton, East Sussex","Christmas Dinner Compromise","Hot Cross Bunny Churros"
"2895","Kate","IN",4,5,8,5,1,2,41,"Furniture Restorer","Brighton, East Sussex","Moroccan Strawberry and Rose Cake","'Chocolate Terrarium' Cake"
"2896","Kate","IN",4,5,8,7,1,1,41,"Furniture Restorer","Brighton, East Sussex","Moroccan Strawberry and Rose Cake","'Chocolate Terrarium' Cake"
"2897","Kate","IN",4,5,8,8,1,9,41,"Furniture Restorer","Brighton, East Sussex","Moroccan Strawberry and Rose Cake","'Chocolate Terrarium' Cake"
"2898","Kate","IN",4,5,8,5,2,2,41,"Furniture Restorer","Brighton, East Sussex","Coconut Seashells for a Titanic Afternoon Tea","'Jungle' Game"
"2899","Kate","IN",4,5,8,7,2,1,41,"Furniture Restorer","Brighton, East Sussex","Coconut Seashells for a Titanic Afternoon Tea","'Jungle' Game"
"2900","Kate","IN",4,5,8,8,2,9,41,"Furniture Restorer","Brighton, East Sussex","Coconut Seashells for a Titanic Afternoon Tea","'Jungle' Game"
"2901","Kate","IN",4,5,8,5,3,2,41,"Furniture Restorer","Brighton, East Sussex","Blueberry Buns","'Kraken' Bread Sculpture"
"2902","Kate","IN",4,5,8,7,3,1,41,"Furniture Restorer","Brighton, East Sussex","Blueberry Buns","'Kraken' Bread Sculpture"
"2903","Kate","IN",4,5,8,8,3,9,41,"Furniture Restorer","Brighton, East Sussex","Blueberry Buns","'Kraken' Bread Sculpture"
"2904","Kate","IN",4,5,8,5,4,2,41,"Furniture Restorer","Brighton, East Sussex","Salted Bay Caramel Millionaire Shortbreads","Sticky Toffee Apple Caramel Cake"
"2905","Kate","IN",4,5,8,7,4,1,41,"Furniture Restorer","Brighton, East Sussex","Salted Bay Caramel Millionaire Shortbreads","Sticky Toffee Apple Caramel Cake"
"2906","Kate","IN",4,5,8,8,4,9,41,"Furniture Restorer","Brighton, East Sussex","Salted Bay Caramel Millionaire Shortbreads","Sticky Toffee Apple Caramel Cake"
"2907","Kate","IN",4,5,8,5,5,2,41,"Furniture Restorer","Brighton, East Sussex","'Mr Darcy's Steamy Lake Scene' Steamed School Pudding","'My Great Great Nan's' Raspberry Trifle Terrine"
"2908","Kate","IN",4,5,8,7,5,1,41,"Furniture Restorer","Brighton, East Sussex","'Mr Darcy's Steamy Lake Scene' Steamed School Pudding","'My Great Great Nan's' Raspberry Trifle Terrine"
"2909","Kate","IN",4,5,8,8,5,9,41,"Furniture Restorer","Brighton, East Sussex","'Mr Darcy's Steamy Lake Scene' Steamed School Pudding","'My Great Great Nan's' Raspberry Trifle Terrine"
"2910","Kate","IN",4,5,8,5,6,2,41,"Furniture Restorer","Brighton, East Sussex","'Vegetarian Pie Faces' Decorative Pies","Potato Curry Pie with Mango & Chilli Glaze"
"2911","Kate","IN",4,5,8,7,6,1,41,"Furniture Restorer","Brighton, East Sussex","'Vegetarian Pie Faces' Decorative Pies","Potato Curry Pie with Mango & Chilli Glaze"
"2912","Kate","IN",4,5,8,8,6,9,41,"Furniture Restorer","Brighton, East Sussex","'Vegetarian Pie Faces' Decorative Pies","Potato Curry Pie with Mango & Chilli Glaze"
"2913","Kate","IN",4,5,8,5,7,2,41,"Furniture Restorer","Brighton, East Sussex","'Happy Hour' Cocktail Cannoli","'Flavour Fusion' Sfogliatelle"
"2914","Kate","IN",4,5,8,7,7,1,41,"Furniture Restorer","Brighton, East Sussex","'Happy Hour' Cocktail Cannoli","'Flavour Fusion' Sfogliatelle"
"2915","Kate","IN",4,5,8,8,7,9,41,"Furniture Restorer","Brighton, East Sussex","'Happy Hour' Cocktail Cannoli","'Flavour Fusion' Sfogliatelle"
"2916","Kate","IN",4,5,8,5,8,2,41,"Furniture Restorer","Brighton, East Sussex","Burrito Bedfordshire Clangers","'Liver Building Turret' Savoy Cake"
"2917","Kate","IN",4,5,8,7,8,1,41,"Furniture Restorer","Brighton, East Sussex","Burrito Bedfordshire Clangers","'Liver Building Turret' Savoy Cake"
"2918","Kate","IN",4,5,8,8,8,9,41,"Furniture Restorer","Brighton, East Sussex","Burrito Bedfordshire Clangers","'Liver Building Turret' Savoy Cake"
"2919","Kate","IN",4,5,8,5,9,2,41,"Furniture Restorer","Brighton, East Sussex","Bellini and Valencian Orange Choux Buns","'Rainbow' Meringue Centrepiece"
"2920","Kate","IN",4,5,8,7,9,1,41,"Furniture Restorer","Brighton, East Sussex","Bellini and Valencian Orange Choux Buns","'Rainbow' Meringue Centrepiece"
"2921","Kate","IN",4,5,8,8,9,9,41,"Furniture Restorer","Brighton, East Sussex","Bellini and Valencian Orange Choux Buns","'Rainbow' Meringue Centrepiece"
"2922","Kate","IN",4,5,8,5,10,2,41,"Furniture Restorer","Brighton, East Sussex","Roman Spelt, Coconut Kala Chana and Flower Breads","White Chocolate, Yuzu and Lychee Entremet"
"2923","Kate","IN",4,5,8,7,10,1,41,"Furniture Restorer","Brighton, East Sussex","Roman Spelt, Coconut Kala Chana and Flower Breads","White Chocolate, Yuzu and Lychee Entremet"
"2924","Kate","IN",4,5,8,8,10,9,41,"Furniture Restorer","Brighton, East Sussex","Roman Spelt, Coconut Kala Chana and Flower Breads","White Chocolate, Yuzu and Lychee Entremet"
"2925","Kate","IN",4,8,5,5,1,2,29,"Health and safety inspector","Merseyside","Red Velvet and White Chocolate Swiss Roll","Mini Tiered Victoria Sponges"
"2926","Kate","IN",4,8,5,7,1,1,29,"Health and safety inspector","Merseyside","Red Velvet and White Chocolate Swiss Roll","Mini Tiered Victoria Sponges"
"2927","Kate","IN",4,8,5,8,1,9,29,"Health and safety inspector","Merseyside","Red Velvet and White Chocolate Swiss Roll","Mini Tiered Victoria Sponges"
"2928","Kate","IN",4,8,5,5,2,2,29,"Health and safety inspector","Merseyside","Parmesan and Apple Biscuits","Tea Time"
"2929","Kate","IN",4,8,5,7,2,1,29,"Health and safety inspector","Merseyside","Parmesan and Apple Biscuits","Tea Time"
"2930","Kate","IN",4,8,5,8,2,9,29,"Health and safety inspector","Merseyside","Parmesan and Apple Biscuits","Tea Time"
"2931","Kate","IN",4,8,5,5,3,2,29,"Health and safety inspector","Merseyside","Orange and Cardamom Rye Bread Knots","Prosciutto, Olive and Coriander Bread"
"2932","Kate","IN",4,8,5,7,3,1,29,"Health and safety inspector","Merseyside","Orange and Cardamom Rye Bread Knots","Prosciutto, Olive and Coriander Bread"
"2933","Kate","IN",4,8,5,8,3,9,29,"Health and safety inspector","Merseyside","Orange and Cardamom Rye Bread Knots","Prosciutto, Olive and Coriander Bread"
"2934","Kate","IN",4,8,5,5,4,2,29,"Health and safety inspector","Merseyside","Chocolate and Salted Caramel Molten Puddings","Pistachio, Raspberry and Chocolate Baked Alaska"
"2935","Kate","IN",4,8,5,7,4,1,29,"Health and safety inspector","Merseyside","Chocolate and Salted Caramel Molten Puddings","Pistachio, Raspberry and Chocolate Baked Alaska"
"2936","Kate","IN",4,8,5,8,4,9,29,"Health and safety inspector","Merseyside","Chocolate and Salted Caramel Molten Puddings","Pistachio, Raspberry and Chocolate Baked Alaska"
"2937","Kate","IN",4,8,5,5,5,2,29,"Health and safety inspector","Merseyside","Rhubarb and Custard Tart","Rhubarb, Prune and Apple Pies"
"2938","Kate","IN",4,8,5,7,5,1,29,"Health and safety inspector","Merseyside","Rhubarb and Custard Tart","Rhubarb, Prune and Apple Pies"
"2939","Kate","IN",4,8,5,8,5,9,29,"Health and safety inspector","Merseyside","Rhubarb and Custard Tart","Rhubarb, Prune and Apple Pies"
"2940","Kate","IN",4,8,5,5,6,2,29,"Health and safety inspector","Merseyside","Pecan, Chocolate and Sour Cherry Yeast Cake","Trio of Dobos Tortes"
"2941","Kate","IN",4,8,5,7,6,1,29,"Health and safety inspector","Merseyside","Pecan, Chocolate and Sour Cherry Yeast Cake","Trio of Dobos Tortes"
"2942","Kate","IN",4,8,5,8,6,9,29,"Health and safety inspector","Merseyside","Pecan, Chocolate and Sour Cherry Yeast Cake","Trio of Dobos Tortes"
